img_name,front,lr_x,lr_y,right_red,rr_x,rr_y,left_front_wheel,o_x,o_y,left_blue,lb_x,lb_y,left_armor,rb_x,rb_y
,,,,0,0,0,,,,,,,,,
4variation625.jpg,1,0.195833333,-0.090740741,,,,1,-0.145572917,-0.057407407,0,0,0,1,0.027083333,0.006481481
,,,,0,0,0,,,,,,,,,
4variation626.jpg,1,0.172135417,-0.089814815,,,,1,-0.175,-0.053703704,0,0,0,1,0.003645833,0.008796296
,,,,0,0,0,,,,,,,,,
4variation627.jpg,1,0.144270833,-0.088888889,,,,1,-0.203645833,-0.050462963,0,0,0,1,-0.020572917,0.012037037
,,,,0,0,0,,,,,,,,,
4variation628.jpg,1,0.113541667,-0.0875,0,0,0,1,-0.23125,-0.04537037,0,0,0,1,-0.045052083,0.015277778
,,,,,,,,,,,,0,,,
4variation629.jpg,1,0.084114583,-0.087037037,0,0,0,1,-0.2578125,-0.040740741,0,0,0,1,-0.069270833,0.018518519
,,,,0,0,0,,,,,,,,,
4variation630.jpg,1,0.052083333,-0.086111111,0,0,0,1,-0.283333333,-0.034722222,0,0,0,1,-0.094270833,0.021296296
,,,,,,,,,,,,,,,
4variation631.jpg,1,0.017708333,-0.084722222,0,0,0,1,-0.3078125,-0.026851852,0,0,0,1,-0.11875,0.025
,,,,0,0,0,,,,,,,,,
4variation632.jpg,1,-0.016927083,-0.08287037,0,0,0,1,-0.330989583,-0.017592593,0,0,0,1,-0.144010417,0.028703704
,,,,,,,,,,,,,,,
4variation633.jpg,1,-0.052864583,-0.081018519,0,0,0,1,-0.351822917,-0.00787037,1,0.024739583,-0.023611111,1,-0.168229167,0.031481481
,,,,0,0,0,,,,,,,,,
4variation634.jpg,1,-0.089322917,-0.081018519,0,0,0,1,-0.37109375,0.001851852,1,0.0015625,-0.025462963,1,-0.193229167,0.035185185
,,,,,,,,,,,,,,,
4variation635.jpg,1,-0.147395833,-0.078703704,0,0,0,1,-0.390104167,0.011111111,1,-0.02265625,-0.025462963,1,-0.216927083,0.039814815
,,,,0,0,0,,,,,,,,,
4variation636.jpg,1,-0.18828125,-0.065740741,0,0,0,1,-0.405729167,0.017592593,1,-0.047916667,-0.026388889,1,-0.240104167,0.043518519
,,,,,,,,,,,,,,,
4variation637.jpg,1,-0.201822917,-0.068055556,0,0,0,1,-0.417708333,0.025,1,-0.075260417,-0.026388889,1,-0.261458333,0.048611111
,,,,0,0,0,,,,,,,,,
4variation638.jpg,1,-0.429947917,0.038425926,0,0,0,1,-0.425260417,0.032407407,1,-0.103125,-0.025462963,1,-0.279947917,0.052314815
,,,,,,,,,,,,,,,
4variation639.jpg,0,0,0,0,0,0,1,-0.43125,0.039351852,1,-0.131770833,-0.025,1,-0.3,0.066203704
,,,,,,,,,,,,,,,
4variation640.jpg,0,0,0,0,0,0,1,-0.433854167,0.046759259,1,-0.161458333,-0.023148148,0,0,0
,,,,,,,,,,,,,,,
4variation641.jpg,0,0,0,0,0,0,0,0,0,1,-0.192447917,-0.021759259,0,0,0
,,,,,,,,,,,,,,,
4variation642.jpg,0,0,0,0,0,0,0,0,0,1,-0.222395833,-0.018518519,0,0,0
,,,,,,,,,,,,,,,
4variation643.jpg,0,0,0,0,0,0,0,0,0,1,-0.25234375,-0.016666667,0,0,0
,,,,,,,,,,,,,,,
4variation644.jpg,0,0,0,0,0,0,0,0,0,1,-0.28046875,-0.0125,0,0,0
,,,,,,,,,,,,,,,
4variation645.jpg,0,0,0,0,0,0,0,0,0,1,-0.307552083,-0.008796296,0,0,0
,,,,,,,,,,,,,,,
4variation646.jpg,0,0,0,0,0,0,1,-0.217708333,0.087037037,1,-0.333333333,-0.003240741,0,0,0
,right_front_wheel,,,,,,right_armor,,,back,,,right_back_wheel,,
4variation647.jpg,1,-0.144270833,0.080555556,0,0,0,1,-0.225520833,0.089351852,1,-0.35703125,0.002314815,0,0,0
,,,,,,,,,,,,,,,
4variation648.jpg,1,-0.140364583,0.080092593,0,0,0,1,-0.232291667,0.099074074,1,-0.379427083,0.008333333,0,0,0
,,,,,,,,,,,,,,,
4variation649.jpg,1,-0.1375,0.077314815,0,0,0,1,-0.240104167,0.103703704,1,-0.398958333,0.014351852,1,-0.239322917,-0.003240741
,,,,,,,,,,,,,,,
4variation650.jpg,1,-0.136197917,0.076851852,0,0,0,1,-0.248177083,0.102777778,1,-0.416145833,0.021296296,1,-0.262760417,0.002314815
,,,,,,,,,,,,,,,
4variation651.jpg,1,-0.135416667,0.076851852,0,0,0,1,-0.255989583,0.096296296,1,-0.43125,0.027314815,1,-0.28671875,0.004166667
,,,,,,,,,,,,,,,
4variation652.jpg,1,-0.135416667,0.076388889,0,0,0,1,-0.26328125,0.099537037,1,-0.443229167,0.035185185,1,-0.309895833,0.008796296
,,,,,,,,,,,,,,,
4variation653.jpg,1,-0.1359375,0.075462963,0,0,0,1,-0.2703125,0.101388889,1,-0.452864583,0.041666667,1,-0.3328125,0.013425926
,,,,,,,,,,,,,,,
4variation654.jpg,1,-0.1375,0.075,0,0,0,1,-0.276822917,0.103240741,1,-0.460677083,0.048611111,1,-0.352864583,0.01712963
,,,,,,,,,,,,,,,
4variation655.jpg,1,-0.139322917,0.075,0,0,0,1,-0.282552083,0.106944444,1,-0.465625,0.056944444,1,-0.372916667,0.022685185
,,,,,,,,,,,,,,,
4variation656.jpg,1,-0.1421875,0.074537037,0,0,0,1,-0.287760417,0.108796296,1,-0.468489583,0.062962963,1,-0.390885417,0.028240741
,,,,,,,,,,,,,,,
4variation657.jpg,1,-0.1453125,0.074537037,0,0,0,1,-0.291666667,0.1125,1,-0.46953125,0.069444444,1,-0.404947917,0.033796296
,,,,,,,,,,,,,,,
4variation658.jpg,1,-0.148177083,0.075462963,0,0,0,1,-0.294791667,0.115740741,0,0,0,1,-0.415885417,0.039814815
,,,,,,,,,,,,,,,
4variation659.jpg,1,-0.151041667,0.075462963,0,0,0,1,-0.297135417,0.118055556,0,0,0,1,-0.424479167,0.045833333
,,,,,,,,,,,,,,,
4variation660.jpg,1,-0.153645833,0.076388889,0,0,0,1,-0.297916667,0.120833333,0,0,0,1,-0.429947917,0.051851852
,,,,,,,,,,,,,,,
4variation661.jpg,1,-0.155208333,0.078240741,0,0,0,1,-0.297395833,0.125462963,0,0,0,1,-0.432291667,0.058796296
,,,,,,,,,,,,,,,
4variation662.jpg,1,-0.155989583,0.078703704,0,0,0,1,-0.296354167,0.126851852,0,0,0,1,-0.43359375,0.063425926
,,,,,,,,,,,,,,,
4variation663.jpg,1,-0.15625,0.080092593,0,0,0,1,-0.294010417,0.129166667,0,0,0,1,-0.431770833,0.06712963
,,,,,,,,,,,,,,,
4variation664.jpg,1,-0.153645833,0.081018519,0,0,0,1,-0.290885417,0.131944444,0,0,0,1,-0.429427083,0.071296296
,,,,,,,,,,,,,,,
4variation665.jpg,1,-0.15234375,0.081944444,0,0,0,1,-0.286458333,0.133796296,0,0,0,1,-0.424739583,0.074537037
,,,,,,,,,,,,,,,
4variation666.jpg,1,-0.148697917,0.08287037,0,0,0,1,-0.280989583,0.135648148,0,0,0,1,-0.419010417,0.076851852
,,,,,,,,,,,,,,,
4variation667.jpg,1,-0.144791667,0.083796296,0,0,0,1,-0.274739583,0.138425926,0,0,0,1,-0.4125,0.080555556
,,,,,,,,,,,,,,,
4variation668.jpg,1,-0.140364583,0.084259259,0,0,0,1,-0.267708333,0.139814815,0,0,0,1,-0.404947917,0.083333333
,,,,,,,,,,,,,,,
4variation669.jpg,1,-0.134375,0.085648148,0,0,0,1,-0.259895833,0.14212963,0,0,0,1,-0.397395833,0.086111111
,,,,,,,,,,,,,,,
4variation670.jpg,1,-0.128385417,0.087037037,0,0,0,1,-0.2515625,0.143981481,0,0,0,1,-0.3875,0.089351852
,,,,,,,,,,,,,,,
4variation671.jpg,1,-0.120833333,0.089814815,0,0,0,1,-0.241927083,0.145833333,0,0,0,1,-0.377083333,0.09212963
,,,,,,,,,,,,,,,
4variation672.jpg,1,-0.112760417,0.091666667,0,0,0,1,-0.23203125,0.147222222,0,0,0,1,-0.366145833,0.09537037
,,,,,,,,,,,,,,,
4variation673.jpg,1,-0.10234375,0.094444444,0,0,0,1,-0.221614583,0.147685185,0,0,0,1,-0.35390625,0.097222222
,,,,,,,,,,,,,,,
4variation674.jpg,1,-0.090885417,0.099074074,0,0,0,1,-0.21015625,0.149074074,0,0,0,1,-0.340364583,0.100462963
,,,,,,,,,,,,,,,
4variation675.jpg,1,-0.077864583,0.098611111,0,0,0,1,-0.1984375,0.149537037,0,0,0,1,-0.326041667,0.100925926
,,,,,,,,,,,,,,,
4variation676.jpg,1,-0.063802083,0.1,0,0,0,1,-0.185677083,0.151388889,0,0,0,1,-0.310416667,0.101388889
,,,,,,,,,,,,,,,
4variation677.jpg,1,-0.048697917,0.1,0,0,0,1,-0.172135417,0.151851852,0,0,0,1,-0.29453125,0.100462963
,,,,,,,,,,,,,,,
4variation678.jpg,1,-0.034895833,0.100462963,0,0,0,1,-0.158333333,0.151851852,0,0,0,1,-0.277864583,0.099537037
,,,,,,,,,,,,,,,
4variation679.jpg,1,-0.021354167,0.101851852,0,0,0,1,-0.144010417,0.152314815,0,0,0,1,-0.259635417,0.098611111
,,,,,,,,,,,,,,,
4variation680.jpg,1,-0.006510417,0.105092593,0,0,0,1,-0.12890625,0.152777778,0,0,0,1,-0.239583333,0.098611111
,,,,,,,,,,,,,,,
4variation681.jpg,1,0.008072917,0.108796296,0,0,0,1,-0.113802083,0.152777778,0,0,0,1,-0.218229167,0.098611111
,,,,,,,,,,,,,,,
4variation682.jpg,1,0.023697917,0.112962963,0,0,0,1,-0.098697917,0.153240741,0,0,0,1,-0.196614583,0.098611111
,,,,,,,,,,,,,,,
4variation683.jpg,1,0.038802083,0.116203704,0,0,0,1,-0.083072917,0.153240741,0,0,0,1,-0.171875,0.097685185
,,,,,,,,,,,,,,,
4variation684.jpg,1,0.05234375,0.118518519,0,0,0,1,-0.066927083,0.154166667,0,0,0,1,-0.145833333,0.096296296
,,,,,,,,,,,,,,,
4variation685.jpg,1,0.065364583,0.12037037,0,0,0,1,-0.052083333,0.155092593,0,0,0,1,-0.121875,0.095833333
,,,,,,,,,,,,,,,
4variation686.jpg,1,0.076822917,0.121759259,0,0,0,1,-0.036979167,0.155092593,0,0,0,1,-0.097916667,0.093518519
,,,,,,,,,,,,,,,
4variation687.jpg,1,0.086197917,0.123148148,0,0,0,1,-0.02265625,0.156481481,0,0,0,1,-0.07265625,0.093055556
,,,,,,,,,,,,,,,
4variation688.jpg,1,0.094270833,0.127314815,0,0,0,1,-0.008854167,0.157407407,0,0,0,1,-0.04921875,0.093981481
,,,,,,,,,,,,,,,
4variation689.jpg,1,0.101822917,0.130555556,0,0,0,1,0.004947917,0.158333333,0,0,0,1,-0.02265625,0.096759259
,,,,,,,,,,,,,,,
4variation690.jpg,1,0.109114583,0.135648148,0,0,0,1,0.019791667,0.160648148,1,-0.10078125,0.118055556,1,-0.00078125,0.097222222
,,,,,,,,,,,,,,,
4variation691.jpg,1,0.114322917,0.139351852,0,0,0,0,0,0,1,-0.083854167,0.118518519,1,0.020833333,0.100925926
,,,,,,,,,,,,,,,
4variation692.jpg,1,0.11875,0.141666667,0,0,0,0,0,0,1,-0.065885417,0.119444444,1,0.038541667,0.098611111
,,,,,,,,,,,,,,,
4variation693.jpg,1,0.122916667,0.143055556,0,0,0,0,0,0,1,-0.049479167,0.117592593,0,0,0
,,,,,,,,,,,,,,,
4variation694.jpg,1,0.126041667,0.144444444,0,0,0,0,0,0,1,-0.035416667,0.119444444,0,0,0
,,,,,,,,,,,,,0,,
4variation695.jpg,1,0.1296875,0.145833333,0,0,0,1,0.0671875,0.166666667,1,-0.021354167,0.120833333,0,0,0
,,,,,,,,,,,,,,,
4variation696.jpg,1,0.131770833,0.14537037,0,0,0,1,0.0734375,0.166203704,1,-0.009114583,0.120833333,0,0,0
,,,,,,,,,,,,,,,
4variation697.jpg,0,0,0,0,0,0,1,0.079427083,0.165740741,1,0.00078125,0.121759259,0,0,0
,,,,,,,,,,,,,,,
4variation698.jpg,0,0,0,0,0,0,1,0.084635417,0.164351852,1,0.009635417,0.122685185,0,0,0
,,,,,,,,,,,,,,,
4variation699.jpg,0,0,0,0,0,0,0,0,0,1,0.018489583,0.123611111,0,0,0
